A T phi m0
1.541316841017301709e+00 9.861546305044521432e+01 7.406479671625376682e-01 1.503578309558875326e+01
1.605870777585292286e+00 1.012177859922286274e+02 1.067575422683880060e+00 1.504682608821795853e+01
1.594071405454268842e+00 9.965046703406102324e+01 9.250075090033982317e-01 1.507292272104985997e+01
1.583237445791715103e+00 9.901773526415588833e+01 8.186709572751235120e-01 1.503906511145573255e+01
1.639313244699534877e+00 9.969770461279298956e+01 8.983118941673970959e-01 1.493246706858939632e+01
1.576309781760042883e+00 9.936502023523945581e+01 8.884743502160973305e-01 1.510086861577893202e+01
1.568783755830595705e+00 9.927466681548582983e+01 8.821313945634905451e-01 1.513658816307800237e+01
1.648694904885404711e+00 9.869712698444286048e+01 8.613760222227916374e-01 1.513196226783208331e+01
1.527307888577767780e+00 9.973192708809793317e+01 9.668787111016875491e-01 1.496013476680573895e+01
1.558876498865608085e+00 1.004729391420592748e+02 9.824415343045532767e-01 1.504451315254685717e+01
1.571068212036671907e+00 9.960068067451436491e+01 9.353493679797293403e-01 1.513146651802129306e+01
1.571959761744751383e+00 9.909367659971471198e+01 8.520476136674536294e-01 1.497405561441662059e+01
1.455466598121511357e+00 1.011276808434825938e+02 1.080496160320234988e+00 1.498950547539980427e+01
1.505774241105184208e+00 1.001109257589651236e+02 9.827233846327120270e-01 1.500365392119011787e+01
1.453338758643863748e+00 1.021469415797824496e+02 1.197447989321108519e+00 1.494082557830333791e+01
1.466750588334002847e+00 1.010322213292069762e+02 1.059859374399254150e+00 1.498844455387403407e+01
1.598315007718951408e+00 9.913080923382757703e+01 8.235800499696405153e-01 1.503125605956140376e+01
1.510404111691368456e+00 9.912660779747844231e+01 8.809216537202037012e-01 1.504028711741855595e+01
1.508148077838569412e+00 1.001552283283793798e+02 1.025373339868368872e+00 1.509294673930170205e+01
1.547237863819531878e+00 9.984299628385679171e+01 9.327462582048424711e-01 1.508540124631271873e+01
1.525894958409267588e+00 1.002973212735744397e+02 1.009999248909622116e+00 1.507987649371749228e+01
1.676150560610558671e+00 9.974364710228654474e+01 9.881999196917609085e-01 1.508088574688826000e+01
1.692731062205187431e+00 1.001459553186638516e+02 1.004452301943348003e+00 1.508492010071719847e+01
1.671096539056584174e+00 1.001746759335935479e+02 9.904792631419495619e-01 1.502764417818697318e+01
1.668875270606835937e+00 9.847962610871653055e+01 8.260781388174917028e-01 1.502789514982806907e+01
1.711827915988820559e+00 1.001747192871281982e+02 1.092862302177454392e+00 1.503046953466351354e+01
1.526938297260574506e+00 9.975071047323399398e+01 9.044827875301916231e-01 1.500518828923907577e+01
1.564828337903543920e+00 1.000186013326889451e+02 9.653132591764838066e-01 1.499494401996394188e+01
1.578111468403299966e+00 1.005609771908063408e+02 1.128692478207695693e+00 1.516057097732736203e+01
1.614284510709029341e+00 9.835285297425554063e+01 8.044735704838221757e-01 1.501480723043878029e+01
1.747016491152276085e+00 1.000942480429470578e+02 1.040146260327027727e+00 1.496652836047160307e+01
1.582140170043997429e+00 1.003152938392766487e+02 1.063069748986721574e+00 1.500353586151656415e+01
1.639313244699534877e+00 9.969770461279298956e+01 8.983118941673970959e-01 1.493246706858939632e+01
1.527221945752349264e+00 1.002211792646888853e+02 1.066515866619583086e+00 1.503046081647967469e+01
1.567433105399318016e+00 1.002531132211231153e+02 1.022801902926439688e+00 1.501911434931955114e+01
1.639680190657015313e+00 9.934787919540052314e+01 9.552912603393354241e-01 1.505207480770392081e+01
1.442592318560614206e+00 9.834236675128198613e+01 7.787865238568402182e-01 1.504894104360028351e+01
1.559603068797160041e+00 1.002727438274144021e+02 9.913459887993489872e-01 1.508019016086000263e+01
1.529495972658252656e+00 1.003341581424428881e+02 1.016527400914140511e+00 1.513512854034723176e+01
1.514611452351764420e+00 1.007040395143464337e+02 1.130553331717696341e+00 1.510541837917295993e+01
1.374977892492686760e+00 1.001415578094008083e+02 9.647454545196676445e-01 1.500338590905959713e+01
1.485589493854401866e+00 9.994744438722348434e+01 9.214380034348709225e-01 1.495581287003269821e+01
1.669697962045760153e+00 1.008530350860227855e+02 1.130341289037801289e+00 1.502984437254991867e+01
1.671771573855815207e+00 9.986341583474511197e+01 8.918716818096453780e-01 1.509626279404616866e+01
1.545162782493207931e+00 1.004789082948388454e+02 1.082757278969907588e+00 1.506880642048066399e+01
1.475380437538178047e+00 1.004984010532526355e+02 1.010900260308683185e+00 1.505465168597485714e+01
1.615590477456600782e+00 9.989709579506393311e+01 9.572673657640050626e-01 1.509063240897372005e+01
1.644202665111688333e+00 1.012642668394501015e+02 1.154207511805196207e+00 1.500151046448953807e+01
1.505996817105486718e+00 1.010873710380407289e+02 1.166154706348980108e+00 1.505372700032254940e+01
1.630687651610430500e+00 9.832884827007650586e+01 8.413639525332075042e-01 1.516011185141322315e+01
1.546197661289412384e+00 9.976304599874281109e+01 1.007407078618854701e+00 1.506244456396121478e+01
1.609935755675691027e+00 9.867652024525781940e+01 8.203575245092437074e-01 1.500866386813657094e+01
1.364084815086850977e+00 9.928153289905978340e+01 9.049644285243026998e-01 1.510517693273978423e+01
1.451318533638985997e+00 1.007376603578778571e+02 1.063314211049624536e+00 1.504543479498399705e+01
1.603610393590416239e+00 1.005696434116692330e+02 1.157283267510049285e+00 1.502266051885583309e+01
1.483172528003864343e+00 9.941965630682732069e+01 8.707072240908901861e-01 1.510772867116030582e+01
1.710289217382827021e+00 1.008418319226881295e+02 1.057978294635711913e+00 1.509225150995068176e+01
1.534049220622697440e+00 1.020638762769035708e+02 1.266410004208921691e+00 1.503483056380351535e+01
1.667387710529591560e+00 9.999981809436198432e+01 1.051666399747173131e+00 1.503614071877479219e+01
1.567122041102305907e+00 1.001376015418340160e+02 1.045601813996356100e+00 1.506578990712762334e+01
1.666335992859576010e+00 9.971327115896804116e+01 9.491594957384256181e-01 1.502860526274674768e+01
1.464558726832774216e+00 1.001594566681056335e+02 9.293858164882191630e-01 1.504946033482948842e+01
1.557295470465986487e+00 9.884118015549081804e+01 8.286846803179571674e-01 1.508055240418309850e+01
1.582834826076952250e+00 1.002046927737968360e+02 9.357784117228165055e-01 1.510081499508526193e+01
1.610534145043448495e+00 1.002548370108981572e+02 1.063385127577517464e+00 1.497883876181263219e+01
1.691421087035912763e+00 9.962316664471376271e+01 9.662087294848059615e-01 1.504316201330318847e+01
1.644164902681582552e+00 9.942251514343344354e+01 9.443222028897756415e-01 1.508136159777293095e+01
1.575576099513528838e+00 9.902637862659280188e+01 8.613954972519821673e-01 1.515433451622803140e+01
1.455076917179792151e+00 1.004039841153963977e+02 1.057168854215990939e+00 1.504582375185210275e+01
1.616085264998327276e+00 1.021477854088069250e+02 1.233872197513404156e+00 1.505551806092004341e+01
1.596316420125885926e+00 1.016868691185118934e+02 1.255209364591890031e+00 1.506815390153196432e+01
1.586711989599784767e+00 1.013473558008789297e+02 1.250660199972364106e+00 1.506758831692346945e+01
1.572950626852362532e+00 9.974407850200363157e+01 9.258827639300242218e-01 1.502930720930981678e+01
1.571862641872231681e+00 9.905538869572362159e+01 8.732581270275635577e-01 1.507134480887819095e+01
1.582180768375640145e+00 9.952595744901968544e+01 9.133773567904095447e-01 1.500147159034708011e+01
1.691472015164458220e+00 9.979768943519721347e+01 9.316101739212729882e-01 1.506979021560532317e+01
1.573636965808340005e+00 1.008600391528148492e+02 1.078984447961181203e+00 1.498067550166028994e+01
1.397265945571391832e+00 1.013732635245644360e+02 1.171968571311468477e+00 1.505516609810152140e+01
1.500787208806448891e+00 1.008162882251469483e+02 1.059645175349059887e+00 1.503133889079499852e+01
1.451943680261797986e+00 1.007509882297967749e+02 1.093918098997913813e+00 1.504533206020582980e+01
1.666029797991277039e+00 9.961732156431682483e+01 9.622993033688593822e-01 1.500964989147252382e+01
1.597770600603494184e+00 9.889382822591795730e+01 8.842394821389015780e-01 1.514993663814527558e+01
1.513403243997787140e+00 1.005673832681979150e+02 1.126209073244596404e+00 1.501284323523831432e+01
1.506641374201330486e+00 1.002692789630007724e+02 9.949525043687158510e-01 1.494551733878876121e+01
1.547151154004541507e+00 1.017767769109709803e+02 1.118738287144397825e+00 1.499524725743296827e+01
1.542221322540978878e+00 9.928218418854177685e+01 8.662932203078013149e-01 1.508789020026516781e+01
1.540693626611282729e+00 9.932745185710184899e+01 8.566320753316101211e-01 1.508642646246993380e+01
1.625482976109883460e+00 9.952633872441229812e+01 9.221515761389751376e-01 1.510677687491848786e+01
1.600518204086094132e+00 1.006520374497766710e+02 1.101506363099543861e+00 1.510916478398145912e+01
1.633076340059276044e+00 9.946311952967316472e+01 8.913318219396010322e-01 1.510792484896348142e+01
1.640097723785970629e+00 1.015180635761474122e+02 1.173216651650630826e+00 1.494431827179281314e+01
1.651553954295106319e+00 9.945397773321721502e+01 9.862094934335180474e-01 1.505101476782887282e+01
1.543884735079751325e+00 1.018367863927100387e+02 1.093371159701080675e+00 1.494784559004934721e+01
1.518194037616253489e+00 1.015627789579372546e+02 1.256410497332858700e+00 1.508459120746431559e+01
1.611739008671813744e+00 1.010726845918479739e+02 1.239826278675220994e+00 1.516677342855646415e+01
1.529171192064849638e+00 9.959214075567740565e+01 9.693284035487035322e-01 1.505873316551064711e+01
1.684679426450971018e+00 1.013704318053130322e+02 1.139711315081163967e+00 1.500165639491566694e+01
1.496105626443830827e+00 1.017725734833185669e+02 1.200360208104745752e+00 1.502709636294401818e+01
1.641715893611894295e+00 1.001773959051957803e+02 1.039323519305655807e+00 1.511174369467993905e+01
1.619251219442722434e+00 9.884750167184409975e+01 9.311761240751977864e-01 1.502801753049478961e+01
1.503498681059929787e+00 9.929081053051046979e+01 9.046918843690251455e-01 1.507221982804785476e+01
1.513192086967241501e+00 1.001878477613862657e+02 1.079633207509023141e+00 1.508407875033620549e+01
1.492099404605315538e+00 1.005302888852862679e+02 1.038731060358654590e+00 1.507481216045910699e+01
1.590987487619058172e+00 1.002884592918036901e+02 1.118953519286239873e+00 1.502639697899522098e+01
1.623881470904567692e+00 1.005009804406111726e+02 1.053657315561381091e+00 1.506183996462615760e+01
1.483172528003864343e+00 9.941965630682732069e+01 8.707072240908901861e-01 1.510772867116030582e+01
1.693462726402942486e+00 9.961945652082165736e+01 9.280623240293730536e-01 1.506964642916147845e+01
1.653786335944774422e+00 1.005832383208670961e+02 1.022546068238012973e+00 1.498719939061530049e+01
1.617182072060891596e+00 9.978605127478608949e+01 1.136846665236928455e+00 1.509640649132390422e+01
1.581666714958113840e+00 1.011587088269099581e+02 1.108117257541302081e+00 1.496112612083921078e+01
1.436495076485371669e+00 1.004456283228346507e+02 1.058128853572795292e+00 1.500009471533858729e+01
1.617311982166919071e+00 9.935973281699948245e+01 8.443157074396111517e-01 1.499605115477961448e+01
1.604477630491458973e+00 1.010952836251886851e+02 1.110188360449388068e+00 1.511272789168511821e+01
1.661835974262860116e+00 1.001674596018773400e+02 9.726749067519362413e-01 1.496780629576249311e+01
1.639063176635049857e+00 9.996028599998558661e+01 1.027149106328573369e+00 1.512245633660221955e+01
1.514744601501240018e+00 9.964901459180187260e+01 9.448256537439957414e-01 1.508528674360486832e+01
1.547424467786877145e+00 1.004639115377896275e+02 9.840364135505499377e-01 1.510243489144449569e+01
1.608573926176549929e+00 1.009569460341255080e+02 1.005595797322524243e+00 1.504327098711233290e+01
1.598872653014372869e+00 9.943197288304115489e+01 9.403987620246675450e-01 1.501917272178200236e+01
1.649329654981450677e+00 1.004532454717470955e+02 1.045909536899201298e+00 1.505327113687626905e+01
1.517948497997671176e+00 1.002904274578950208e+02 1.011084974311419193e+00 1.500875098614860370e+01
1.675353694281569883e+00 1.000701185307466687e+02 9.940985923016978365e-01 1.499955694266054707e+01
1.495147647902766330e+00 1.005638890546805300e+02 1.069489957171650518e+00 1.505455130552010878e+01
1.544241688080650654e+00 1.011431257932198804e+02 1.153306530932159513e+00 1.502920456764551460e+01
1.529273910887764654e+00 1.006882695555064942e+02 1.089357528051073887e+00 1.505130227081961891e+01
1.503793574228952323e+00 9.974851161207689643e+01 9.261228986400238394e-01 1.516783056055015066e+01
1.466457496319147680e+00 9.965254829423902549e+01 8.413656234420611169e-01 1.498971790220297429e+01
1.549418642392764056e+00 1.016109716912663714e+02 1.151003421309125141e+00 1.509235950981769392e+01
1.505873956463223973e+00 9.917113414054156806e+01 9.060985935354401999e-01 1.512355648312421508e+01
1.667713168544654234e+00 9.921853071874490126e+01 9.080382524049203097e-01 1.505327506560472983e+01
1.628221820898362093e+00 9.838020419899764590e+01 8.527866413949380942e-01 1.503392340199547306e+01
1.581712911521332643e+00 1.008806731144084239e+02 1.116598619684057825e+00 1.501283369631606845e+01
1.316870982052672945e+00 1.011828029624329162e+02 1.116023812571433904e+00 1.509257177310983522e+01
1.499142241843117063e+00 9.887962726610732034e+01 8.706672211043567922e-01 1.502838164948513011e+01
1.664012353181109960e+00 9.909342728193350069e+01 8.869482526465959360e-01 1.509722533954531976e+01
1.546490400330323034e+00 1.009400814696067386e+02 1.074227190837996782e+00 1.502126822381523397e+01
1.533097068663361373e+00 9.910979646685997579e+01 9.083747706909358621e-01 1.508905584400084976e+01
1.595924612294274514e+00 9.943988463119187315e+01 9.586453399074176263e-01 1.511137732869035233e+01
1.625093913402962276e+00 1.013399847825452156e+02 1.118141093463279834e+00 1.500540437374220204e+01
1.564105061241420902e+00 1.012113844456726213e+02 1.215766463225873784e+00 1.500213466405484120e+01
1.603336800089440572e+00 1.001427194305516366e+02 1.003078647177418237e+00 1.511071341110329413e+01
1.666029797991277039e+00 9.961732156431682483e+01 9.622993033688593822e-01 1.500964989147252382e+01
1.674674270568399681e+00 1.008035734335837930e+02 1.018618520499098512e+00 1.502344669495557206e+01
1.525616765381888618e+00 1.004752282158596870e+02 1.093973446849208386e+00 1.509708490874386655e+01
1.612443598723970695e+00 9.789581926925761479e+01 7.921594343812713435e-01 1.515321443899938281e+01
1.654126842724558122e+00 1.008275453727840159e+02 1.095536586685536218e+00 1.502984732235403342e+01
1.466155979443183544e+00 1.010357752390991521e+02 1.173737289556593621e+00 1.501761129220432522e+01
1.526938297260574506e+00 9.975071047323399398e+01 9.044827875301916231e-01 1.500518828923907577e+01
1.537679282072573539e+00 9.953730492943073216e+01 9.262659003119407819e-01 1.511007598122125017e+01
1.486177401413832033e+00 1.002750827948815981e+02 1.069927754488108507e+00 1.502453336332429501e+01
1.690076381929324967e+00 9.972499452791879548e+01 9.043276538047815283e-01 1.507422948383135086e+01
1.474294464528053794e+00 9.956776301535778373e+01 9.533497004318122192e-01 1.500750997835789846e+01
1.644999511959143401e+00 1.000708688592870317e+02 1.024764889301668536e+00 1.490915463902395999e+01
1.678497769025833808e+00 9.887222537039235704e+01 8.577755018113250030e-01 1.507771744088611854e+01
1.513051162698930252e+00 1.014484084986648327e+02 1.165348608054083135e+00 1.501239791458142747e+01
1.471930929486160444e+00 9.986252011048989630e+01 9.471571861414473936e-01 1.507220419997839933e+01
1.586657888232248181e+00 1.003280557379583371e+02 1.046692537743652007e+00 1.501517959497614285e+01
1.567986103327477787e+00 9.949358296131437385e+01 9.348319776372964185e-01 1.513583869671711923e+01
1.424669758420798793e+00 9.933654258158517791e+01 9.583197734035748816e-01 1.503160056611915607e+01
